id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review
871,"Membalas @virdianaurellio dan @dewi_darmawati Masyaalloh benar2 manusia hebat kamu anak muda, kepahlawananmu dalam membantu saudara di aceh dan sumatra ta perlu penghargaan, karena iklasmu membantu sesama adalah bukti kepedulianmu. Salut untukmu kawan.. 91",positif,2,positif,98,Mengungkapkan apresiasi dan salut atas kepahlawanan dalam membantu korban bencana.,False
872,"10 Wilayah Aceh dengan Kehilangan Tutupan Pohon Terluas, 10 Wilayah Aceh dengan Kehilangan Tutupan Pohon Terluas Dari ajnn.net 5",negatif,0,netral,90,Memberikan informasi faktual tentang wilayah dengan kehilangan tutupan pohon terluas.,True
896,polri ga kaleng2! Gercep bantuin warga bintang aceh yg terisolir. Thank u so much 18,positif,2,positif,98,Mengapresiasi kecepatan dan efektivitas Polri dalam membantu warga.,False
902,Gak ada kata telat buat bantu warga. BNPB langsung gaspol pasang ratusan jembatan di Aceh sampe Sumbar. Definisi kerja nyata tanpa tapi. #BNPB #Gaspol #UpdateTerkini #AksiSosial 12,positif,2,positif,98,Mengapresiasi kerja cepat dan nyata BNPB dalam membantu warga.,False
903,"Membalas @youngaaabbb96 Aminnn, semoga semuanya lekas membaik dan normal kembali. Terimakasih pemerintah atas segala kebijakan-kebijakan dalam melakukan penanganan pascabencana. Aceh Sumatra Pulih 1 22",positif,2,positif,98,"Menyatakan harapan untuk pemulihan, berterima kasih kepada pemerintah, dan optimisme.",False
914,Membalas @akumalesaja Aceh dan Sumatra tidak sendirian. seluruh negeri berdoa dan membnatu dalam bentuk apapun 3,positif,2,positif,98,"Menyatakan dukungan, solidaritas, dan doa untuk Aceh dan Sumatera.",False
940,Apresiasi atas kerja keras Pemerintah dan para relawan yang tak kenal lelah memulihkan kondisi Aceh dan Sumatra. Pemerintah Hadir #BersamaPulihkanSumutAceh 3,positif,2,positif,98,Mengapresiasi kerja keras pemerintah dan relawan dalam pemulihan kondisi.,False
950,"Banjir bandang dan banjir kayu kembali melanda Aceh pada 8 Januari 2026 di wilayah Lampahan, Bener Meriah. Bencana ini berpotensi memicu longsor baru dan menutup kembali jalan yang baru saja diperbaiki oleh warga. Cerita bencana di Aceh belum berakhir—masyarakat diimbau Tampilkan lebih banyak 4 272 359 4 rb",negatif,0,negatif,90,Memberikan informasi faktual tentang banjir berulang dan potensi dampak negatif seperti longsor baru.,False
960,"Aceh sekarang udah damai, bro! Rakyatnya bisa nikmatin hidup bareng Indonesia. Kerjasama yang solid bikin semua lebih baik! 4",positif,2,positif,98,Menyatakan kondisi damai dan kerjasama yang solid membawa kebaikan.,False
962,"Aceh kini udah nikmatin kedamaian, guys! Bareng Indonesia, kita terus jaga harmoni dan kerukunan. Ayo, kita dukung pembangunan bersama! 6",positif,2,positif,98,Menyatakan kedamaian dan mengajak untuk menjaga harmoni serta mendukung pembangunan.,False
965,"Penanganan bencana di Aceh dan Sumatera makin oke, bro! Lihat kemajuan yang signifikan, pemerintah beneran kerja keras demi kita semua. Semangat terus, ya! 27",positif,2,positif,98,Mengapresiasi kemajuan signifikan dalam penanganan bencana dan kerja keras pemerintah.,False
974,Membalas @Dyananjani89 dan @Flyingfighter27 Taun berapa emang aceh sumut pernah kejadian bencana banjir bandang longsor berapa kali 155,netral,1,netral,90,Mengajukan pertanyaan faktual untuk mencari informasi tentang frekuensi bencana.,False
978,"Rakyat Aceh kini udah merasakan kedamaian bareng Indonesia. Yuk, kita jaga dan syukuri momen ini, guys! Bersama, kita pasti lebih kuat! 7",positif,2,positif,98,"Menyatakan kedamaian, mengajak bersyukur, dan memberikan semangat persatuan.",False
984,"Pasca banjir bandang yang melanda sejumlah wilayah di Aceh, Kementerian PU bergerak cepat melakukan penanganan Sungai Krueng Meureudu melalui pembersihan kayu dan sedimen, pengerukan, serta pembuatan alur pandu sungai. #pu608 #SigapMembangunNegeriUntukRakyat 28",positif,2,netral,95,Memberikan informasi faktual tentang penanganan cepat pasca banjir oleh Kementerian PU.,True
989,Penanganan bencana di Aceh dan Sumatera makin oke! Kerjasama pemerintah dan masyarakat bikin perubahan yang signifikan. Ayo terus dukung dan jaga keberlanjutan! 10,positif,2,positif,98,Mengapresiasi penanganan bencana yang efektif dan mengajak untuk mendukung keberlanjutan.,False
1010,"Kehadiran negara diwujudkan melalui kerja nyata dan pendampingan berkelanjutan. Pemerintah hadir dan konsisten, memastikan Aceh Sumatra pulih secara menyeluruh dan merata. #PemerintahHadir #AcehSumatraPulih #IndonesiaKuat #NegaraUntukRakyat 4",positif,2,positif,98,Mengapresiasi kehadiran dan konsistensi pemerintah dalam memastikan pemulihan Aceh dan Sumatera.,False
1028,Membalas @haujju tp maksudnya gmn deh ngetik gt? lu berharap sumatera aceh banjir lg gt? I've been so worried setengah mati with my sister yg kerja di aceh & tinggal di sana skrg. alhamdulilah dia gakena musibah yang sebelumya terjadi di aceh. 1 40,negatif,0,negatif,95,Mengungkapkan kemarahan atas komentar negatif dan kekhawatiran mendalam terhadap anggota keluarga.,False
1035,"Yuk jangan saling fitnah, mari kita bantu agar Aceh Sumatra Bangkit 6",positif,2,positif,95,Mengajak untuk tidak saling fitnah dan membantu agar Aceh dan Sumatera bangkit.,False
1037,"Jangan sampai mau di pecah belah, NKRI Harga Mati!! Aceh Sumatra Pulih 5",positif,2,positif,90,Mengandung semangat persatuan dan harapan untuk pemulihan Aceh dan Sumatra.,False
1051,"IDN Times @IDNTimes · 16j Wakil Gubernur Sumatra Barat (Sumbar), Vasko Ruseimy, mengisahkan pengalaman saat turun langsung ke lapangan melihat kondisi wilayah bencana banjir dan tanah longsor akibat siklon tropis pada November 2025 lalu. Dia mengaku sangat sedih dan miris melihat kondisi warga yang Tampilkan lebih banyak 1:06 192",negatif,0,negatif,95,Mengungkapkan perasaan sedih dan miris terhadap kondisi warga terdampak bencana.,False
1073,Pemprov Sumatera Utara Siapkan Rp430 Miliar untuk Pemulihan Pascabencana Pemprov Sumatera Utara Siapkan Rp430 Miliar untuk Pemulihan Pascabencana - Teritorial24 Dari teritorial24.com 3,positif,2,netral,90,Menyampaikan informasi faktual mengenai anggaran pemulihan pascabencana.,True
1078,"Alhamdulillah, donasi dari Komunitas, Jamaah, dan Pegawai JIC telah tersalurkan. UPZ Masjid Raya PPIJ telah menyerahkan bantuan bencana alam sebesar Rp30.700.000 melalui BAZNAS BAZIS Provinsi DKI Jakarta untuk saudara-saudara kita yang terdampak bencana di Aceh, Sumatera Utara, Tampilkan lebih banyak 55",positif,2,positif,95,Melaporkan penyaluran bantuan bencana dengan nada syukur.,False
1080,Aiptu andar Winarto Bhabinkamtimas Polsek Perbaungan Polres Serdang Bedagai Polda Sumatera Utara melaksanakan kegiatan himbauan Kamtibmas di desa Deli muda kecamatan Perbaungan kabupaten Serdang Bedagai 13,netral,1,netral,80,Laporan kegiatan rutin kepolisian yang tidak secara langsung terkait bencana banjir.,False
1081,"Duduk Bersama Forkopimda Se-Sumatera Utara, Mendagri: Percepatan Pemulihan Pascabencana Prioritas Utama Duduk Bersama Forkopimda Se-Sumatera Utara, Mendagri: Percepatan Pemulihan Pascabencana Prioritas... Dari tintaindependen.com 4",positif,2,netral,90,Menyampaikan informasi faktual tentang prioritas percepatan pemulihan pascabencana.,True
1082,TNI AL KEMBALI KIRIM EXCAVATOR GUNA PERCEPAT PEMULIHAN PASCA BENCANA DI SUMATERA UTARA 1 37,positif,2,positif,90,Melaporkan pengiriman bantuan untuk mempercepat pemulihan pascabencana.,False
1097,"Membalas @wakekefriend 5. Model ini relevan untuk wilayah rawan bencana seperti Aceh, Sumatera Utara, dan Sumatera Barat—di mana masyarakat butuh solusi cepat, bukan janji jangka panjang tanpa hasil nyata. 1 43",netral,1,negatif,85,Mengkritik janji tanpa hasil nyata dan menekankan kebutuhan solusi cepat.,True
1100,"Membalas @muhammadiyah 1) Ketua Muhammadiyah Disaster Management Center (MDMC) Pimpinan Pusat Muhammadiyah, Budi Setiawan, meninjau langsung lokasi Hunian Darurat (Huntara) Batu Hula, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara, Jumat (9/1). Kunjungan tersebut dilakukan untuk Tampilkan lebih banyak 1 3 213",netral,1,netral,90,Laporan faktual mengenai kunjungan peninjauan lokasi hunian darurat.,False
1106,"Personel Polisi bersama instansi terkait menyalurkan bantuan perlengkapan sekolah kepada siswa di sekolah darurat Kecamatan Tukka, Kabupaten Tapanuli Tengah, Sumatera Utara. #BersamaPulihkanSumatera 14",positif,2,positif,90,Melaporkan penyaluran bantuan dan mengandung semangat pemulihan.,False
1114,"Kepala Pusat Data, Informasi, dan Komunikasi Kebencanaan BNPB Abdul Muhari menyebut, pemasangan 270 unit jembatan darurat bailey untuk tiga provinsi terdampak bencana di Aceh, Sumatera Utara (Sumut), dan Sumatera Barat (Sumbar) dikebut. @BNPB_Indonesia 1 1 71",netral,1,netral,90,Menyampaikan informasi faktual tentang upaya pembangunan jembatan darurat.,False
1134,"Membalas @kemenkumjogja Wilayah terdampak meliputi Provinsi Aceh, Sumatera Utara, dan Sumatera Barat sepanjang tahun 2025. #KementerianHukum #KanwilKemenkumDIY #LayananHukumMakinMudah #Setahunberdampak Kanwil Kemenkum DIY 1 6",netral,1,netral,90,Menyampaikan informasi faktual mengenai wilayah terdampak bencana.,False
1144,"Langkah kecil menuju masa depan besar. Di tengah pemulihan pasca bencana, harapan tetap harus berjalan. Pada Rabu, 7 Januari 2026, Satuan Brimob Polda Sumatera Utara hadir di Desa Garoga, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan. 0:39 1 60",positif,2,positif,90,Mengandung harapan dan semangat untuk pemulihan pascabencana.,False
1146,"Di tengah duka pascabencana, harapan kembali tumbuh di Kecamatan Batang Toru, Kabupaten Tapanuli Selatan. Satuan Brimob Polda Sumatera Utara hadir bukan hanya membawa bantuan, tetapi juga membangun harapan melalui pembuatan hunian sementara bagi masyarakat terdampak bencana. 47",negatif,0,positif,95,Mengandung harapan dan melaporkan upaya pembangunan hunian sementara.,True
1153,"Rombongan relawan asal Banten yang membawa bantuan kemanusiaan ke Aceh menjadi korban pungutan liar saat melintas di depan Terminal Karya Jaya, Palembang, Sumatera Selatan, Rabu (7/1/2026). #RajaTega 81",negatif,0,negatif,95,Melaporkan kejadian pungutan liar yang merugikan relawan bantuan.,False
1165,"Bergerak Bersama, Pulihkan Aceh dan Sumatra Kita semua berharap, kehadiran para dapat meringankan beban masyarakat di lokasi terdampak bencana dan mempercepat pemulihan. Aamiin! @kkpgoid @swtrenggono #TarunaKKP #2026KKPGrowStronger 1 20",positif,2,positif,95,Mengandung harapan dan doa untuk meringankan beban serta mempercepat pemulihan.,False
1166,"Kemenhut Bersihakan 1.272 Meter Gelondongan Kayu, Aceh Sumatra Bangkit 1 62",positif,2,positif,90,Melaporkan upaya pembersihan dan mengandung semangat kebangkitan.,False
1178,"Aceh Sumatra Pulih, bantuan terus berdatangan dari pemerintah dan seluruh masyarakat Indonesia 6",positif,2,positif,90,Melaporkan bantuan yang terus berdatangan dan harapan pemulihan.,False
1182,"Melalui kerja sama lintas sektor, pemerintah, aparat, relawan, dan warga bahu-membahu menangani dampak bencana di Aceh. Kolaborasi ini menjadi fondasi kuat untuk pemulihan berkelanjutan dan membangun harapan baru. Aceh Sumatra Bangkit. 11",positif,2,positif,95,Mengapresiasi kolaborasi dan membangun harapan baru untuk pemulihan.,False
1186,"Warga Aceh Tamiang kini mulai menempati rumah sementara pascabencana. Hunian ini menjadi awal pemulihan kehidupan yang lebih aman dan layak, sekaligus bukti kerja nyata pemerintah di lapangan. Aceh Sumatra Pulih. 1 6",positif,2,positif,95,Melaporkan pemulihan warga dan mengapresiasi kerja nyata pemerintah.,False
1198,"Upaya pembersihan kayu ilegal oleh Kemenhut menunjukkan komitmen serius memulihkan kawasan terdampak. Langkah ini menjadi bagian dari proses pemulihan ekosistem dan ekonomi lokal. Aceh Sumatra Pulih lewat kerja nyata, bukan sekadar wacana. 2 3 14",positif,2,positif,95,Mengapresiasi komitmen dan kerja nyata pemerintah dalam pemulihan.,False
1201,"Bergerak Bersama, Pulihkan Aceh dan Sumatra Mari bangkit dan pulih bersama! @kkpgoid @swtrenggono #TarunaKKP #2026KKPGrowStronger #kkpterus5F6HW 6",positif,2,positif,90,Mengandung ajakan dan semangat untuk bangkit dan pulih bersama.,False
1206,Kondisi yang menantang di lapangan tak menyurutkan semangat insan Telkom untuk menyalurkan bantuan kemanusiaan dan melakukan aksi sosial. Hal ini menjadi bentuk nyata untuk mendukung pemulihan masyarakat terdampak becana di wilayah Sumatra. Dengan semangat gotong royong dan Tampilkan lebih banyak 3 3 9 329,positif,2,positif,95,Mengapresiasi semangat dan dukungan untuk pemulihan masyarakat terdampak.,False
1212,Berbagai langkah rehabilitasi terus didorong agar Aceh Sumatra Pulih dan aktivitas warga kembali normal 1 16,positif,2,positif,90,Mengandung harapan dan dorongan agar Aceh Sumatra pulih.,False
1224,Tindakan nyata di lapangan ini mencerminkan komitmen bahwa Pemerintah Sigap untuk Aceh Sumatra dalam menghadapi kondisi darurat. 0:38 8,positif,2,positif,95,Mengapresiasi komitmen dan kesigapan pemerintah dalam menghadapi kondisi darurat.,False
1243,"Warga Aceh Tamiang sudah huni rumah sementara, Pemerintah Sigap untuk Aceh Sumatra #Aceh #Sumatra 14",positif,2,positif,90,Melaporkan pemulihan warga dan mengapresiasi kesigapan pemerintah.,False
1254,"Membalas @bsbsjsnwu784998 Dengan kerja bersama dan gotong royong, Aceh Sumatra Bangkit dari bencana menuju kehidupan yang lebih aman dan tangguh 10",positif,2,positif,95,Mengandung harapan dan semangat kebangkitan melalui kerja sama dan gotong royong.,False
1257,Pemerintah hadir terdepan tangani bencana Aceh sumatra 15,positif,2,positif,90,Mengapresiasi kehadiran dan penanganan pemerintah dalam bencana.,False
1268,"Selain bantuan darurat, pembangunan hunian sementara di Aceh dan Sumatra menjadi prioritas utama kami. #PemerintahHadir #AcehSumatraBangkit #PemerintahBarengWarga #BersamaPulihkanSumutAceh #PemerintahSigapAcehSumatra 1 9",positif,2,positif,90,Menyampaikan prioritas pembangunan dan mengandung semangat kebangkitan.,False
1269,"Pulihkan Anak, Bangkitkan Masa Depan, KPAI Kawal Ketat Penanganan Anak Pascabencana di Sumatra Pulihkan Anak, Bangkitkan Masa Depan, KPAI Kawal Ketat Penanganan Anak Pascabencana di Sumatra -... Dari lombokpost.jawapos.com 3",positif,2,positif,95,Mengandung harapan pemulihan dan pengawalan ketat untuk masa depan anak-anak pascabencana.,False
1271,"Membalas @beritaKBR Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya Tampilkan lebih banyak 1 52",netral,1,negatif,85,Mengungkapkan kondisi sulit dan kritik terhadap kehadiran negara yang belum sepenuhnya.,True
1272,"Membalas @BobbieTrussell Dari tanggap darurat sampai pemulihan, Pemerintah Sigap untuk Aceh Sumatra demi bangkit lebih kuat. #PemerintahSigap #PemerintahHadir #AcehSumatraBangkit #AcehSumatraPulih #PemerintahBarengWarga 14",positif,2,positif,95,Mengapresiasi kesigapan pemerintah dan mengandung harapan untuk bangkit lebih kuat.,False
1280,"Bergerak Bersama, Pulihkan Aceh dan Sumatra Kita semua berharap, kehadiran para dapat meringankan beban masyarakat di lokasi terdampak bencana dan mempercepat pemulihan! @kkpgoid @swtrenggono #TarunaKKP #2026KKPGrowStronger #SaktiWahyuTrenggono #KKPGOID #kkpterus5F31P 2 13",positif,2,positif,95,Mengandung harapan dan doa untuk meringankan beban serta mempercepat pemulihan.,False
1312,Pendistribusian Genset ke Desa terisolir di Aceh Aceh Sumatra Bangkit 11,positif,2,positif,90,Melaporkan pendistribusian bantuan dan mengandung semangat kebangkitan.,False
1319,Membalas @penjagaharapan Menjaga pasokan pangan ditengah bencana Sumatra itu hal yg bagus 4,netral,1,positif,90,Mengapresiasi upaya menjaga pasokan pangan di tengah bencana.,True
1333,Membalas @tekarok007 klo di sumatra penyebab hilang 1000++ nya rame di omongin 7,negatif,0,negatif,85,Menyampaikan informasi negatif tentang banyaknya korban hilang.,False
1345,"Bagaimana pun kondisinya, tetap maju ke depan demi warga yang terdampak #aceh #sumatra 4",netral,1,positif,90,Mengandung semangat untuk terus maju demi warga terdampak.,True
1361,Pemerintah Sigap untuk bencana Aceh dan Sumatra. #PemerintahHadir #AcehSumatraBangkit #PemerintahBarengWarga #AcehSumatraPulih 1 1 28,positif,2,positif,95,Mengapresiasi kesigapan pemerintah dan mengandung semangat kebangkitan serta pemulihan.,False
1362,Menteri Kesehatan Budi Gunadi Sadikin memastikan rehabilitasi rumah tenaga kesehatan (nakes) korban banjir Sumatra akan dituntaskan sebelum Ramadhan 2026. Pemerintah menargetkan para nakes sudah bisa kembali menempati rumah masing-masing agar pelayanan kesehatan berjalan normal Tampilkan lebih banyak 1 1 293,negatif,0,positif,95,Menyampaikan komitmen pemerintah untuk rehabilitasi dan pemulihan layanan kesehatan.,True
1367,"Membalas @BobbieTrussell Upaya berkelanjutan dalam pemulihan sosial dan ekonomi menunjukkan keseriusan pemerintah. Aceh Sumatra Pulih bukan sekadar slogan, melainkan tujuan bersama 12",positif,2,positif,95,Mengapresiasi keseriusan pemerintah dan tujuan bersama untuk pemulihan.,False
1377,"Bencana banjir bandang dan tanah longsor yang terjadi akhir November 2025 lalu, menyebabkan banyak alat-alat kesehatan atau Alkes RSUD Langsa terendam air dan lumpur #AlatKesehatanRusak #RSUDLangsa #DampakBanjir Paska Banjir 2025 lalu, Alat Kesehatan di RSUD Langsa Banyak Rusak Terendam Air dan Lumpur -... Dari aceh.tribunnews.com 55",negatif,0,negatif,95,Melaporkan kerusakan alat kesehatan yang signifikan akibat banjir.,False
1385,"Hujan deras yang mengguyur Kota Bandar Lampung sejak Kamis sore mengakibatkan tujuh kecamatan terdampak banjir. BPBD Kota Bandar Lampung bersama tim gabungan Damkar, Satpol PP, dan Forkopimda melakukan evakuasi di wilayah terdampak. 1 74",negatif,0,netral,90,Laporan faktual mengenai dampak banjir dan upaya evakuasi.,True
